Time,EncoderPosition,TargetCounts
3.02,0,-350
3.02,0,-350
3.02,0,-350
3.02,0,-350
3.02,0,-350
3.02,0,-350
3.04,-7,-350
3.05,-23,-350
3.07,-48,-350
3.08,-78,-350
3.1,-112,-350
3.11,-152,-350
3.13,-194,-350
3.15,-239,-350
3.16,-285,-350
3.18,-332,-350
3.2,-380,-350
3.21,-427,-350
3.23,-452,-350
3.25,-452,-350
3.26,-438,-350
3.28,-414,-350
3.3,-384,-350
3.31,-349,-350
3.33,-310,-350
3.35,-270,-350
3.36,-253,-350
3.38,-258,-350
3.4,-276,-350
3.41,-302,-350
3.43,-335,-350
3.45,-372,-350
3.46,-411,-350
3.48,-427,-350
3.5,-421,-350
3.51,-404,-350
3.53,-378,-350
3.55,-346,-350
3.56,-310,-350
3.58,-272,-350
3.6,-256,-350
3.61,-261,-350
3.63,-277,-350
3.65,-302,-350
3.66,-334,-350
3.68,-371,-350
3.7,-409,-350
3.71,-426,-350
3.73,-421,-350
3.75,-405,-350
3.76,-380,-350
3.78,-348,-350
3.8,-312,-350
3.81,-275,-350
3.83,-260,-350
3.85,-266,-350
3.86,-284,-350
3.88,-311,-350
3.9,-344,-350
3.91,-381,-350
3.93,-419,-350
3.95,-436,-350
3.96,-430,-350
3.98,-413,-350
4.0,-388,-350
4.01,-356,-350
4.03,-320,-350
4.05,-282,-350
4.06,-268,-350
4.08,-273,-350
4.1,-290,-350
4.11,-316,-350
4.13,-348,-350
4.15,-384,-350
4.16,-424,-350
4.18,-442,-350
4.2,-438,-350
4.21,-423,-350
4.23,-399,-350
4.25,-368,-350
4.26,-333,-350
4.28,-296,-350
4.3,-281,-350
4.31,-287,-350
4.33,-305,-350
4.34,-332,-350
4.36,-364,-350
4.38,-389,-350
4.4,-389,-350
4.41,-389,-350
4.43,-389,-350
4.45,-389,-350
4.46,-389,-350
4.48,-389,-350
4.5,-389,-350
4.51,-389,-350
4.53,-389,-350
4.55,-389,-350
4.56,-389,-350
4.58,-389,-350
4.59,-389,-350
4.61,-389,-350
4.63,-389,-350
4.64,-389,-350
4.66,-389,-350
4.68,-389,-350
4.7,-389,-350
4.71,-389,-350
4.73,-389,-350
4.75,-389,-350
4.76,-389,-350
4.78,-389,-350
4.79,-389,-350
4.81,-389,-350
4.83,-389,-350
4.84,-389,-350
4.86,-389,-350
4.88,-389,-350
4.89,-389,-350
4.91,-389,-350
4.93,-389,-350
4.94,-389,-350
4.96,-389,-350
4.98,-389,-350
4.99,-389,-350
5.01,-389,-350
5.03,-389,-350
5.04,-389,-350
5.06,-389,-350
5.08,-389,-350
5.09,-389,-350
5.11,-389,-350
5.13,-389,-350
5.14,-389,-350
5.16,-389,-350
5.18,-389,-350
5.19,-389,-350
5.21,-389,-350
5.23,-389,-350
5.24,-389,-350
5.26,-389,-350
5.28,-389,-350
5.29,-389,-350
5.31,-389,-350
5.33,-389,-350
5.34,-389,-350
5.36,-389,-350
5.38,-389,-350
5.39,-389,-350
5.41,-389,-350
5.43,-389,-350
5.44,-389,-350
5.46,-389,-350
5.48,-389,-350
5.49,-389,-350
5.51,-389,-350
5.53,-389,-350
5.54,-389,-350
5.56,-389,-350
5.58,-389,-350
5.59,-389,-350
5.61,-389,-350
5.63,-389,-350
5.64,-389,-350
5.66,-389,-350
5.68,-389,-350
5.69,-389,-350
5.71,-389,-350
5.73,-389,-350
5.74,-389,-350
5.76,-389,-350
5.78,-389,-350
5.79,-389,-350
5.81,-389,-350
5.83,-389,-350
5.84,-389,-350
5.86,-389,-350
5.88,-389,-350
5.89,-389,-350
5.91,-389,-350
5.93,-389,-350
5.94,-389,-350
5.96,-389,-350
5.98,-389,-350
5.99,-389,-350
6.01,-389,-350
6.03,-389,-350
6.04,-389,-350
6.06,-389,-350
6.08,-389,-350
6.09,-389,-350
6.11,-389,-350
6.13,-389,-350
6.14,-389,-350
6.16,-389,-350
6.18,-389,-350
6.19,-389,-350
6.21,-389,-350
6.23,-389,-350
6.24,-389,-350
6.26,-389,-350
6.28,-389,-350
6.29,-389,-350
6.31,-389,-350
6.32,-389,-350
6.34,-389,-350
6.36,-389,-350
6.38,-389,-350
6.39,-389,-350
6.41,-389,-350
6.43,-389,-350
